Q Id,Doc Id
132,en.15.75.201.2008.7.11
132,en.2.291.435.2009.12.2
132,en.15.65.323.2008.5.7
132,en.15.94.321.2008.11.5
132,en.15.95.202.2008.11.12
132,en.13.3.147.2009.6.14
132,en.15.151.199.2009.11.4
132,en.15.119.310.2009.4.15
132,en.15.77.39.2008.7.24
132,en.3.354.369.2010.3.17
132,en.15.115.408.2009.2.12
132,en.15.94.206.2008.11.6
132,en.15.105.353.2009.1.21
132,en.15.104.227.2009.1.6
132,en.15.125.314.2009.5.21
132,en.15.105.257.2009.1.20
133,en.15.89.52.2008.10.15
133,en.15.242.35.2008.2.15
133,en.15.243.14.2008.2.17
133,en.15.243.484.2008.2.17
133,en.3.388.78.2007.8.29
133,en.15.99.90.2008.12.5
133,en.15.241.45.2008.2.12
133,en.2.264.223.2009.5.29
133,en.15.242.48.2008.2.16
133,en.15.203.83.2007.8.19
133,en.15.203.148.2007.8.21
133,en.3.327.275.2009.9.12
133,en.3.400.276.2007.10.27
133,en.15.100.303.2008.12.12
133,en.15.112.303.2009.3.11
133,en.2.258.361.2009.4.22
133,en.3.360.23.2010.4.25
133,en.15.106.500.2009.1.22
133,en.3.343.53.2010.1.13
133,en.15.82.100.2008.9.3
133,en.2.264.403.2009.5.28
133,en.2.281.127.2009.9.15
133,en.15.210.340.2007.9.30
133,en.3.327.81.2009.9.11
133,en.3.388.171.2007.8.29
133,en.13.1.435.2009.5.31
133,en.15.112.255.2009.3.10
133,en.15.203.466.2007.8.19
133,en.3.390.255.2007.9.8
133,en.3.407.243.2007.11.28
133,en.3.392.437.2007.9.19
133,en.15.102.144.2008.12.24
133,en.15.105.70.2009.1.14
133,en.3.407.300.2007.11.28
133,en.15.105.357.2009.1.13
133,en.15.251.30.2008.3.18
133,en.2.289.33.2009.11.15
133,en.15.210.491.2007.9.27
133,en.15.121.338.2009.4.25
133,en.15.210.237.2007.9.27
133,en.3.361.112.2010.4.28
133,en.15.220.42.2007.11.8
133,en.3.373.433.2007.6.9
133,en.15.234.6.2008.1.14
133,en.2.317.447.2010.5.27
133,en.15.110.243.2009.3.29
133,en.15.100.372.2008.12.10
133,en.15.99.351.2008.12.3
133,en.15.103.106.2009.1.1
133,en.2.317.338.2010.5.27
134,en.15.64.479.2008.4.30
134,en.15.84.472.2008.9.14
134,en.15.80.224.2008.8.17
134,en.15.119.24.2009.4.15
134,en.15.68.21.2008.5.23
134,en.15.68.491.2008.5.23
134,en.15.209.469.2007.9.26
134,en.15.98.211.2008.11.27
134,en.3.405.412.2007.11.13
134,en.3.395.442.2007.10.4
134,en.15.67.105.2008.5.22
134,en.2.270.457.2009.7.3
134,en.3.389.464.2007.9.2
134,en.15.70.60.2008.6.11
134,en.15.239.208.2008.2.4
134,en.2.270.330.2009.7.3
134,en.15.67.69.2008.5.17
134,en.15.206.95.2007.8.31
134,en.15.68.271.2008.5.27
134,en.15.98.368.2008.11.30
134,en.2.296.314.2010.1.18
134,en.15.239.476.2008.2.1
134,en.3.353.452.2010.3.15
134,en.15.105.258.2009.1.21
134,en.15.67.51.2008.5.21
134,en.2.270.332.2009.7.3
134,en.15.105.262.2009.1.13
134,en.15.105.176.2009.1.20
134,en.15.67.385.2008.5.22
134,en.2.270.14.2009.7.3
134,en.15.184.498.2010.5.30
134,en.15.184.112.2010.5.30
134,en.3.357.95.2010.4.4
134,en.3.389.439.2007.9.4
134,en.15.228.491.2007.12.15
134,en.15.121.26.2009.4.23
134,en.2.270.95.2009.7.3
134,en.15.67.35.2008.5.19
134,en.3.392.397.2007.9.22
134,en.15.74.343.2008.7.7
134,en.15.227.219.2007.12.12
134,en.15.181.374.2010.5.17
134,en.3.390.421.2007.9.9
134,en.15.67.46.2008.5.21
134,en.3.390.203.2007.9.9
134,en.15.74.401.2008.7.4
134,en.15.209.500.2007.9.25
134,en.3.405.246.2007.11.17
134,en.15.101.432.2008.12.16
134,en.3.390.239.2007.9.11
135,en.15.255.455.2008.4.4
135,en.15.255.183.2008.4.4
135,en.15.167.355.2010.2.24
135,en.15.250.299.2008.3.14
135,en.15.107.362.2009.1.27
135,en.15.96.482.2008.11.18
135,en.15.115.414.2009.2.27
135,en.15.136.406.2009.7.27
135,en.15.68.205.2008.5.28
135,en.15.116.91.2009.2.20
135,en.15.103.131.2009.1.1
135,en.15.128.316.2009.6.5
135,en.2.282.37.2009.9.17
135,en.3.366.39.2010.5.25
135,en.2.270.3.2009.7.3
135,en.15.212.62.2007.10.8
135,en.2.258.137.2009.4.22
135,en.15.104.475.2009.1.9
135,en.15.147.153.2009.10.5
135,en.15.117.153.2009.4.3
135,en.3.357.45.2010.4.8
135,en.15.246.6.2008.2.29
135,en.15.105.139.2009.1.20
135,en.15.110.126.2009.3.24
135,en.15.98.63.2008.12.1
135,en.15.151.176.2009.11.4
135,en.13.8.374.2009.7.10
135,en.3.363.304.2010.5.10
135,en.15.179.462.2010.5.5
135,en.15.112.373.2009.3.12
135,en.15.63.474.2008.4.23
135,en.15.235.358.2008.1.16
135,en.15.231.113.2008.1.2
135,en.15.89.265.2008.10.14
135,en.2.264.145.2009.5.26
135,en.2.271.117.2009.7.6
135,en.15.115.406.2009.2.26
135,en.15.236.342.2008.1.21
135,en.13.3.428.2009.6.13
135,en.3.357.391.2010.4.6
135,en.15.118.88.2009.4.9
135,en.15.247.165.2008.3.3
135,en.15.63.283.2008.4.23
135,en.15.90.480.2008.10.18
135,en.13.55.238.2010.5.23
135,en.15.245.198.2008.2.27
135,en.15.76.122.2008.7.15
135,en.15.63.390.2008.4.23
135,en.15.110.298.2009.3.24
135,en.15.71.358.2008.6.17
136,en.2.291.359.2009.12.3
136,en.15.210.278.2007.9.28
136,en.15.100.277.2008.12.12
136,en.15.119.329.2009.4.14
136,en.2.291.13.2009.12.3
136,en.2.268.301.2009.6.19
136,en.15.97.437.2008.11.21
136,en.15.88.185.2008.10.5
136,en.2.258.148.2009.4.20
136,en.2.262.112.2009.5.13
136,en.15.119.94.2009.4.10
136,en.15.96.99.2008.11.20
136,en.15.119.265.2009.4.10
136,en.15.119.306.2009.4.10
136,en.15.89.104.2008.10.14
136,en.15.251.58.2008.3.19
136,en.15.91.349.2008.10.21
136,en.15.82.93.2008.8.28
136,en.15.94.471.2008.11.7
136,en.13.59.380.2010.6.9
136,en.3.408.285.2007.12.2
136,en.13.25.396.2009.11.8
136,en.13.27.34.2009.11.22
136,en.15.105.491.2009.1.13
136,en.2.266.323.2009.6.8
136,en.15.161.222.2010.1.20
136,en.3.332.477.2009.10.16
136,en.15.76.436.2008.7.17
136,en.15.132.317.2009.6.26
136,en.15.107.244.2009.1.29
136,en.15.132.246.2009.6.26
136,en.15.132.195.2009.6.26
136,en.3.407.53.2007.11.25
136,en.15.242.184.2008.2.13
136,en.15.225.236.2007.12.3
136,en.3.366.39.2010.5.25
136,en.3.321.276.2009.8.1
136,en.15.113.34.2009.3.6
136,en.3.378.113.2007.7.7
136,en.3.373.465.2007.6.11
136,en.15.89.63.2008.10.13
136,en.15.121.26.2009.4.23
136,en.15.88.88.2008.10.9
136,en.15.119.469.2009.4.15
136,en.15.97.64.2008.11.25
136,en.15.97.11.2008.11.24
136,en.2.291.99.2009.12.5
136,en.15.232.444.2008.1.7
136,en.15.236.195.2008.1.21
136,en.3.401.452.2007.10.30
137,en.15.125.134.2009.5.19
137,en.15.125.417.2009.5.19
137,en.2.262.450.2009.5.14
137,en.15.125.313.2009.5.18
137,en.15.125.347.2009.5.19
137,en.2.262.412.2009.5.13
137,en.2.262.114.2009.5.14
137,en.15.121.263.2009.4.24
137,en.15.121.278.2009.4.23
137,en.3.322.329.2009.8.7
137,en.2.262.466.2009.5.12
137,en.15.121.97.2009.4.27
137,en.15.232.441.2008.1.3
137,en.15.125.126.2009.5.17
137,en.2.258.263.2009.4.22
137,en.15.125.380.2009.5.17
137,en.2.258.106.2009.4.21
137,en.2.258.425.2009.4.21
137,en.15.124.474.2009.5.15
137,en.15.162.220.2010.1.25
137,en.15.245.71.2008.2.27
137,en.2.258.93.2009.4.22
137,en.15.128.302.2009.6.3
137,en.3.381.218.2007.7.20
137,en.15.121.492.2009.4.27
137,en.15.125.376.2009.5.21
137,en.2.262.259.2009.5.11
137,en.15.104.191.2009.1.7
137,en.15.104.74.2009.1.7
137,en.15.121.222.2009.4.26
137,en.15.123.105.2009.5.10
137,en.15.124.467.2009.5.17
137,en.15.104.301.2009.1.6
137,en.13.1.251.2009.6.2
137,en.15.83.251.2008.9.8
137,en.15.125.106.2009.5.18
137,en.15.106.161.2009.1.26
137,en.15.113.48.2009.3.15
137,en.2.258.314.2009.4.21
137,en.15.121.249.2009.4.28
137,en.15.88.430.2008.10.6
137,en.15.106.213.2009.1.26
137,en.15.102.94.2008.12.23
137,en.15.104.475.2009.1.9
137,en.15.123.67.2009.5.6
137,en.15.96.482.2008.11.18
137,en.15.107.168.2009.1.30
137,en.15.124.22.2009.5.16
137,en.15.102.178.2008.12.22
137,en.3.322.136.2009.8.7
138,en.2.279.358.2009.9.1
138,en.15.240.130.2008.2.8
138,en.15.255.362.2008.4.5
138,en.15.229.92.2007.12.20
138,en.15.229.34.2007.12.23
138,en.15.106.96.2009.1.26
138,en.15.90.413.2008.10.18
138,en.3.384.42.2007.8.6
138,en.2.317.87.2010.5.27
138,en.15.70.186.2008.6.8
138,en.13.59.461.2010.6.8
138,en.3.352.258.2010.3.8
138,en.15.87.203.2008.9.29
138,en.2.270.496.2009.7.4
138,en.15.119.479.2009.4.16
138,en.15.128.367.2009.6.8
138,en.2.319.4.2010.6.7
138,en.3.407.81.2007.11.26
138,en.3.389.275.2007.9.4
138,en.3.333.328.2009.10.27
138,en.15.156.13.2009.12.15
138,en.15.98.258.2008.12.1
138,en.2.278.462.2009.8.24
138,en.15.136.325.2009.7.22
138,en.2.289.337.2009.11.13
138,en.15.84.163.2008.9.12
138,en.15.196.21.2007.7.13
138,en.15.98.488.2008.11.27
138,en.3.384.102.2007.8.6
138,en.3.352.308.2010.3.8
138,en.15.106.304.2009.1.21
138,en.15.136.379.2009.7.22
138,en.13.27.42.2009.11.19
138,en.15.80.288.2008.8.18
138,en.2.320.349.2010.6.8
138,en.15.205.446.2007.8.28
138,en.15.237.316.2008.1.28
138,en.15.228.486.2007.12.16
138,en.15.184.73.2010.5.30
138,en.15.105.297.2009.1.21
138,en.15.136.141.2009.7.22
138,en.15.98.87.2008.12.2
138,en.15.70.248.2008.6.8
138,en.3.326.151.2009.9.2
138,en.3.400.107.2007.10.25
138,en.15.63.488.2008.4.24
138,en.15.235.181.2008.1.16
138,en.3.343.376.2010.1.10
138,en.15.79.494.2008.8.11
138,en.3.331.452.2009.10.10
139,en.15.97.426.2008.11.23
139,en.15.119.94.2009.4.10
139,en.15.119.265.2009.4.10
139,en.15.119.306.2009.4.10
139,en.2.258.236.2009.4.18
139,en.15.97.437.2008.11.21
139,en.15.119.399.2009.4.14
139,en.15.96.16.2008.11.20
139,en.15.119.432.2009.4.13
139,en.15.119.417.2009.4.13
139,en.15.120.141.2009.4.22
139,en.15.96.161.2008.11.19
139,en.15.87.96.2008.9.30
139,en.2.258.429.2009.4.21
139,en.15.96.287.2008.11.20
139,en.15.97.191.2008.11.25
139,en.2.291.359.2009.12.3
139,en.15.119.469.2009.4.15
139,en.15.97.11.2008.11.24
139,en.15.97.66.2008.11.25
139,en.2.258.71.2009.4.19
139,en.15.119.203.2009.4.11
139,en.2.258.396.2009.4.18
139,en.15.119.329.2009.4.14
139,en.15.101.19.2008.12.17
139,en.2.257.211.2009.4.10
139,en.3.333.142.2009.10.28
139,en.15.96.289.2008.11.18
139,en.15.119.456.2009.4.14
139,en.15.119.440.2009.4.16
139,en.2.258.148.2009.4.20
139,en.15.87.355.2008.10.1
139,en.15.118.408.2009.4.5
139,en.15.119.10.2009.4.12
139,en.15.101.204.2008.12.17
139,en.15.100.62.2008.12.14
139,en.15.119.82.2009.4.11
139,en.15.97.473.2008.11.22
139,en.2.260.28.2009.5.2
139,en.15.102.76.2008.12.26
139,en.15.63.6.2008.4.21
139,en.15.119.466.2009.4.12
139,en.13.31.8.2009.12.30
139,en.2.258.408.2009.4.22
139,en.15.87.389.2008.9.30
139,en.15.251.58.2008.3.19
139,en.15.100.35.2008.12.11
139,en.15.188.142.2007.6.4
139,en.15.125.260.2009.5.19
139,en.13.31.249.2009.12.27
140,en.15.172.414.2010.3.26
140,en.2.319.81.2010.6.4
140,en.15.136.110.2009.7.20
140,en.2.319.237.2010.6.3
140,en.15.246.377.2008.2.28
140,en.15.190.38.2007.6.12
140,en.13.41.250.2010.3.5
140,en.15.108.378.2009.2.5
140,en.3.383.94.2007.8.1
140,en.15.201.11.2007.8.12
140,en.15.203.415.2007.8.19
140,en.15.73.204.2008.6.25
140,en.15.256.50.2008.4.8
140,en.3.348.164.2010.2.8
140,en.15.246.152.2008.2.28
140,en.3.329.1.1970.1.1
140,en.3.382.119.2007.7.31
140,en.15.92.238.2008.10.27
140,en.3.412.269.2007.12.19
140,en.15.128.317.2009.6.6
140,en.3.391.180.2007.9.15
140,en.15.240.224.2008.2.6
140,en.15.250.299.2008.3.14
140,en.2.296.21.2010.1.17
140,en.15.101.122.2008.12.17
140,en.2.283.419.2009.9.29
140,en.15.218.321.2007.10.31
140,en.3.357.349.2010.4.6
140,en.15.95.293.2008.11.11
140,en.15.156.396.2009.12.13
140,en.15.75.31.2008.7.11
140,en.15.105.257.2009.1.20
140,en.3.331.405.2009.10.10
140,en.3.373.499.2007.6.12
140,en.15.81.75.2008.8.24
140,en.15.99.214.2008.12.8
140,en.15.80.389.2008.8.15
140,en.15.160.390.2010.1.17
140,en.15.187.178.2007.5.30
140,en.15.68.307.2008.5.23
140,en.15.97.50.2008.11.21
140,en.15.68.25.2008.5.28
140,en.15.128.264.2009.6.4
140,en.15.156.13.2009.12.15
140,en.15.115.210.2009.2.13
140,en.15.254.438.2008.3.27
140,en.15.160.361.2010.1.16
140,en.3.331.272.2009.10.11
140,en.15.160.476.2010.1.15
140,en.15.113.200.2009.3.16
141,en.15.71.491.2008.6.13
141,en.13.25.290.2009.11.8
141,en.15.76.428.2008.7.17
141,en.15.235.70.2008.1.16
141,en.15.77.413.2008.7.25
141,en.13.59.299.2010.6.10
141,en.15.235.50.2008.1.16
141,en.15.62.334.2008.4.19
141,en.15.235.83.2008.1.16
141,en.15.236.451.2008.1.21
141,en.15.107.93.2009.1.29
141,en.15.100.474.2008.12.12
141,en.15.87.179.2008.10.1
141,en.15.63.61.2008.4.25
141,en.15.71.297.2008.6.16
141,en.3.419.9.2008.1.18
141,en.3.414.248.2007.12.29
141,en.15.93.463.2008.11.3
141,en.15.74.328.2008.7.6
141,en.15.236.227.2008.1.20
141,en.15.253.294.2008.3.25
141,en.15.132.375.2009.6.26
141,en.2.264.73.2009.5.29
141,en.3.378.226.2007.7.9
141,en.3.349.225.2010.2.13
141,en.3.384.264.2007.8.7
141,en.15.204.458.2007.8.27
141,en.13.55.248.2010.5.21
141,en.15.132.246.2009.6.26
141,en.15.132.195.2009.6.26
141,en.3.416.59.2008.1.7
141,en.3.403.40.2007.11.6
141,en.15.203.415.2007.8.19
141,en.15.147.66.2009.10.2
141,en.3.401.426.2007.10.29
141,en.15.188.64.2007.6.7
141,en.15.188.262.2007.6.7
141,en.15.246.377.2008.2.28
141,en.15.86.327.2008.9.24
141,en.15.60.155.2008.4.10
141,en.3.373.321.2007.6.11
141,en.15.128.102.2009.6.3
141,en.13.27.10.2009.11.19
141,en.3.397.174.2007.10.10
141,en.15.254.334.2008.3.28
141,en.3.381.311.2007.7.24
141,en.2.257.426.2009.4.9
141,en.15.98.461.2008.11.28
141,en.3.372.379.2007.6.7
141,en.3.356.400.2010.4.1
142,en.3.406.134.2007.11.20
142,en.15.248.461.2008.3.8
142,en.15.63.363.2008.4.24
142,en.3.329.157.2009.9.20
142,en.13.8.153.2009.7.16
142,en.13.31.199.2009.12.31
142,en.15.128.107.2009.6.5
142,en.15.188.235.2007.6.4
142,en.3.395.230.2007.10.2
142,en.15.88.392.2008.10.9
142,en.2.291.12.2009.11.30
142,en.2.262.456.2009.5.13
142,en.15.65.325.2008.5.3
142,en.2.282.207.2009.9.16
142,en.13.31.197.2009.12.28
142,en.15.78.1.2008.8.2
142,en.15.90.225.2008.10.17
142,en.15.187.8.2007.5.30
142,en.15.60.103.2008.4.10
142,en.15.116.395.2009.2.17
142,en.3.339.152.2009.12.7
142,en.13.31.316.2010.1.2
