Q Id,Doc Id
130,en.15.71.358.2008.6.17
130,en.3.391.435.2007.9.14
130,en.15.84.372.2008.9.11
130,en.15.71.200.2008.6.13
130,en.13.59.287.2010.6.9
130,en.15.202.11.2007.8.14
130,en.15.235.487.2008.1.16
130,en.15.79.493.2008.8.14
130,en.3.389.45.2007.9.1
130,en.3.407.46.2007.11.28
130,en.15.225.254.2007.12.3
130,en.15.67.376.2008.5.18
130,en.15.79.71.2008.8.12
130,en.15.254.44.2008.3.30
130,en.13.30.91.2009.12.19
130,en.3.361.78.2010.4.30
130,en.3.407.77.2007.11.27
130,en.2.264.191.2009.5.28
130,en.15.102.10.2008.12.24
130,en.15.237.193.2008.1.25
131,en.15.77.330.2008.7.28
131,en.13.1.100.2009.5.31
131,en.13.1.103.2009.5.31
131,en.13.1.106.2009.6.1
131,en.13.1.11.2009.6.2
131,en.13.1.110.2009.5.31
131,en.13.1.113.2009.6.1
131,en.13.1.114.2009.5.31
131,en.13.1.115.2009.6.1
131,en.13.1.117.2009.6.1
131,en.13.1.119.2009.6.1
131,en.13.1.12.2009.5.30
131,en.13.1.121.2009.6.1
131,en.13.1.123.2009.6.1
131,en.13.1.124.2009.5.31
131,en.13.1.125.2009.6.1
131,en.13.1.126.2009.6.2
131,en.13.1.129.2009.6.1
131,en.13.1.130.2009.6.2
131,en.13.1.132.2009.5.31
132,en.15.128.488.2009.6.5
132,en.15.95.392.2008.11.14
132,en.15.105.257.2009.1.20
132,en.3.343.304.2010.1.13
132,en.15.81.144.2008.8.27
132,en.15.81.291.2008.8.28
132,en.15.151.176.2009.11.4
132,en.15.66.395.2008.5.10
132,en.3.363.471.2010.5.11
132,en.13.26.68.2009.11.12
132,en.2.298.285.2010.1.28
132,en.15.82.179.2008.9.4
132,en.15.81.353.2008.8.28
132,en.15.95.445.2008.11.16
132,en.15.82.365.2008.9.4
132,en.15.82.220.2008.9.3
132,en.15.94.264.2008.11.5
132,en.15.128.6.2009.6.4
132,en.15.89.207.2008.10.10
132,en.15.86.331.2008.9.28
133,en.15.70.124.2008.6.10
133,en.2.291.364.2009.11.30
133,en.3.407.77.2007.11.27
133,en.3.391.398.2007.9.14
133,en.2.291.335.2009.11.30
133,en.3.391.225.2007.9.13
133,en.2.279.181.2009.8.27
133,en.15.237.316.2008.1.28
133,en.3.391.281.2007.9.14
133,en.2.298.280.2010.1.27
133,en.15.121.366.2009.4.28
133,en.3.408.338.2007.11.29
133,en.3.392.180.2007.9.23
133,en.15.156.348.2009.12.14
133,en.15.89.52.2008.10.15
133,en.3.359.287.2010.4.20
133,en.3.409.114.2007.12.6
133,en.3.343.248.2010.1.12
133,en.15.151.465.2009.11.1
133,en.15.96.397.2008.11.19
134,en.15.98.211.2008.11.27
134,en.15.84.472.2008.9.14
134,en.15.119.24.2009.4.15
134,en.15.80.224.2008.8.17
134,en.2.305.197.2010.3.16
134,en.15.254.257.2008.3.28
134,en.13.1.100.2009.5.31
134,en.13.1.103.2009.5.31
134,en.13.1.106.2009.6.1
134,en.13.1.11.2009.6.2
134,en.13.1.110.2009.5.31
134,en.13.1.113.2009.6.1
134,en.13.1.114.2009.5.31
134,en.13.1.115.2009.6.1
134,en.13.1.117.2009.6.1
134,en.13.1.119.2009.6.1
134,en.13.1.12.2009.5.30
134,en.13.1.121.2009.6.1
134,en.13.1.123.2009.6.1
134,en.13.1.124.2009.5.31
135,en.3.408.338.2007.11.29
135,en.3.343.403.2010.1.12
135,en.15.136.110.2009.7.20
135,en.2.270.112.2009.7.5
135,en.3.343.374.2010.1.13
135,en.13.55.498.2010.5.20
135,en.15.136.30.2009.7.21
135,en.15.75.97.2008.7.12
135,en.3.361.11.2010.4.30
135,en.15.156.200.2009.12.13
135,en.15.119.167.2009.4.15
135,en.15.160.472.2010.1.16
135,en.15.89.265.2008.10.14
135,en.13.31.229.2010.1.2
135,en.13.27.207.2009.11.20
135,en.15.102.129.2008.12.25
135,en.15.88.482.2008.10.9
135,en.15.201.469.2007.8.9
135,en.15.162.379.2010.1.25
135,en.15.89.63.2008.10.13
136,en.15.91.349.2008.10.21
136,en.3.408.285.2007.12.2
136,en.2.270.112.2009.7.5
136,en.15.225.236.2007.12.3
136,en.13.25.396.2009.11.8
136,en.2.268.301.2009.6.19
136,en.15.82.93.2008.8.28
136,en.3.407.53.2007.11.25
136,en.15.242.184.2008.2.13
136,en.15.72.186.2008.6.22
136,en.15.88.185.2008.10.5
136,en.2.266.323.2009.6.8
136,en.2.291.13.2009.12.3
136,en.15.110.387.2009.3.25
136,en.3.326.209.2009.9.2
136,en.15.89.104.2008.10.14
136,en.15.103.44.2009.1.5
136,en.15.190.470.2007.6.14
136,en.13.59.380.2010.6.9
136,en.3.354.61.2010.3.18
137,en.2.258.263.2009.4.22
137,en.15.121.278.2009.4.23
137,en.15.121.291.2009.4.26
137,en.2.258.106.2009.4.21
137,en.15.125.380.2009.5.17
137,en.15.112.371.2009.3.12
137,en.15.121.263.2009.4.24
137,en.15.124.467.2009.5.17
137,en.2.262.450.2009.5.14
137,en.15.121.492.2009.4.27
137,en.15.125.361.2009.5.17
137,en.2.258.314.2009.4.21
137,en.2.258.93.2009.4.22
137,en.3.381.218.2007.7.20
137,en.15.125.347.2009.5.19
137,en.2.262.235.2009.5.11
137,en.15.125.134.2009.5.19
137,en.15.121.305.2009.4.24
137,en.15.125.313.2009.5.18
137,en.15.121.97.2009.4.27
138,en.15.156.13.2009.12.15
138,en.15.81.320.2008.8.26
138,en.15.73.305.2008.6.29
138,en.15.151.176.2009.11.4
138,en.15.140.464.2009.8.23
138,en.13.59.299.2010.6.10
138,en.13.26.68.2009.11.12
138,en.15.81.144.2008.8.27
138,en.15.81.291.2008.8.28
138,en.15.76.28.2008.7.15
138,en.15.95.270.2008.11.15
138,en.15.70.248.2008.6.8
138,en.15.236.239.2008.1.21
138,en.15.97.342.2008.11.22
138,en.2.275.463.2009.8.5
138,en.15.73.237.2008.6.25
138,en.15.74.57.2008.7.1
138,en.15.253.295.2008.3.24
138,en.15.81.353.2008.8.28
138,en.15.251.84.2008.3.17
139,en.15.119.417.2009.4.13
139,en.15.119.203.2009.4.11
139,en.15.119.432.2009.4.13
139,en.2.257.199.2009.4.9
139,en.15.119.94.2009.4.10
139,en.15.119.399.2009.4.14
139,en.15.119.265.2009.4.10
139,en.15.119.306.2009.4.10
139,en.15.119.82.2009.4.11
139,en.2.258.71.2009.4.19
139,en.15.97.473.2008.11.22
139,en.15.97.191.2008.11.25
139,en.15.119.440.2009.4.16
139,en.15.96.287.2008.11.20
139,en.15.119.10.2009.4.12
139,en.2.258.429.2009.4.21
139,en.15.119.469.2009.4.15
139,en.15.119.456.2009.4.14
139,en.2.296.316.2010.1.19
139,en.15.97.437.2008.11.21
140,en.15.112.90.2009.3.11
140,en.3.326.195.2009.9.7
140,en.15.156.396.2009.12.13
140,en.15.85.358.2008.9.18
140,en.15.236.221.2008.1.23
140,en.3.355.302.2010.3.23
140,en.15.252.109.2008.3.19
140,en.15.136.110.2009.7.20
140,en.2.268.2.2009.6.17
140,en.15.83.219.2008.9.7
140,en.15.71.454.2008.6.13
140,en.15.246.14.2008.3.2
140,en.15.102.10.2008.12.24
140,en.15.252.75.2008.3.19
140,en.15.251.48.2008.3.18
140,en.3.326.144.2009.9.7
140,en.15.160.390.2010.1.17
140,en.15.108.116.2009.2.3
140,en.15.192.444.2007.6.20
140,en.3.343.403.2010.1.12
141,en.13.27.10.2009.11.19
141,en.3.343.403.2010.1.12
141,en.15.254.430.2008.3.28
141,en.13.55.248.2010.5.21
141,en.15.254.334.2008.3.28
141,en.3.334.196.2009.11.7
141,en.2.281.83.2009.9.13
141,en.15.71.491.2008.6.13
141,en.15.93.498.2008.11.4
141,en.13.55.406.2010.5.20
141,en.15.93.146.2008.11.4
141,en.15.93.402.2008.11.4
141,en.15.93.450.2008.11.4
141,en.15.155.170.2009.12.9
141,en.15.71.420.2008.6.16
141,en.3.401.426.2007.10.29
141,en.2.270.390.2009.7.3
141,en.15.60.155.2008.4.10
141,en.15.74.410.2008.7.2
141,en.3.405.175.2007.11.18
142,en.15.60.103.2008.4.10
142,en.3.348.431.2010.2.10
142,en.15.63.363.2008.4.24
142,en.15.256.144.2008.4.7
142,en.15.116.395.2009.2.17
142,en.3.333.212.2009.10.27
142,en.2.289.411.2009.11.15
142,en.15.227.190.2007.12.12
142,en.3.405.303.2007.11.17
142,en.13.41.134.2010.3.1
142,en.15.239.164.2008.2.4
142,en.15.235.487.2008.1.16
142,en.13.59.299.2010.6.10
142,en.3.407.199.2007.11.25
142,en.15.106.423.2009.1.25
142,en.15.156.396.2009.12.13
142,en.15.89.467.2008.10.14
142,en.15.203.433.2007.8.20
142,en.3.397.133.2007.10.13
142,en.3.406.422.2007.11.20
143,en.15.111.417.2009.3.18
143,en.15.136.110.2009.7.20
143,en.3.417.402.2008.1.10
143,en.15.98.17.2008.12.1
143,en.15.87.66.2008.10.4
143,en.15.79.392.2008.8.7
143,en.15.110.271.2009.3.25
143,en.15.212.309.2007.10.4
143,en.15.88.472.2008.10.6
143,en.15.83.19.2008.9.8
143,en.15.86.181.2008.9.24
143,en.2.257.101.2009.4.9
143,en.15.111.97.2009.3.23
143,en.15.110.158.2009.3.24
143,en.15.83.437.2008.9.10
143,en.15.77.500.2008.7.25
143,en.2.260.431.2009.5.4
143,en.3.417.395.2008.1.10
143,en.15.88.269.2008.10.5
143,en.15.83.316.2008.9.10
144,en.15.66.384.2008.5.9
144,en.15.190.370.2007.6.14
144,en.13.59.24.2010.6.11
144,en.15.156.13.2009.12.15
144,en.2.291.138.2009.11.28
144,en.13.59.360.2010.6.11
144,en.2.309.173.2010.4.11
144,en.15.109.186.2009.2.9
144,en.3.358.246.2010.4.11
144,en.3.358.341.2010.4.11
144,en.15.101.397.2008.12.18
144,en.3.326.195.2009.9.7
144,en.2.291.184.2009.12.3
144,en.2.262.11.2009.5.14
144,en.15.209.469.2007.9.26
144,en.15.109.492.2009.2.9
144,en.15.73.69.2008.6.25
144,en.3.414.120.2007.12.28
144,en.15.109.211.2009.2.9
144,en.13.59.459.2010.6.11
145,en.3.408.338.2007.11.29
145,en.3.414.409.2007.12.28
145,en.3.414.373.2007.12.27
145,en.3.414.87.2007.12.30
145,en.3.414.379.2007.12.28
145,en.3.414.197.2007.12.28
145,en.3.414.436.2007.12.28
145,en.3.414.232.2007.12.30
145,en.3.414.276.2007.12.28
145,en.3.414.116.2007.12.29
145,en.3.398.186.2007.10.18
145,en.3.414.237.2007.12.29
145,en.3.414.195.2007.12.29
145,en.3.414.395.2007.12.29
145,en.3.414.57.2007.12.28
145,en.3.398.295.2007.10.18
145,en.3.414.295.2007.12.30
145,en.3.398.30.2007.10.19
145,en.15.240.480.2008.2.7
145,en.15.231.179.2008.1.2
146,en.13.1.100.2009.5.31
146,en.13.1.103.2009.5.31
146,en.13.1.106.2009.6.1
146,en.13.1.11.2009.6.2
146,en.13.1.110.2009.5.31
146,en.13.1.113.2009.6.1
146,en.13.1.114.2009.5.31
146,en.13.1.115.2009.6.1
146,en.13.1.117.2009.6.1
146,en.13.1.119.2009.6.1
146,en.13.1.12.2009.5.30
146,en.13.1.121.2009.6.1
146,en.13.1.123.2009.6.1
146,en.13.1.124.2009.5.31
146,en.13.1.125.2009.6.1
146,en.13.1.126.2009.6.2
146,en.13.1.129.2009.6.1
146,en.13.1.130.2009.6.2
146,en.13.1.132.2009.5.31
146,en.13.1.133.2009.5.30
147,en.15.252.140.2008.3.23
147,en.15.167.260.2010.2.23
147,en.15.253.470.2008.3.23
147,en.15.102.194.2008.12.25
147,en.15.161.271.2010.1.20
147,en.3.343.81.2010.1.13
147,en.15.253.483.2008.3.26
147,en.13.30.253.2009.12.20
147,en.3.403.446.2007.11.5
147,en.13.27.66.2009.11.19
147,en.15.235.216.2008.1.16
147,en.15.162.119.2010.1.24
147,en.2.275.231.2009.8.5
147,en.3.354.348.2010.3.21
147,en.15.66.334.2008.5.10
147,en.3.354.50.2010.3.20
147,en.3.403.127.2007.11.5
147,en.15.209.476.2007.9.25
147,en.3.354.462.2010.3.20
147,en.13.1.100.2009.5.31
148,en.15.95.392.2008.11.14
148,en.3.356.418.2010.3.31
148,en.15.252.140.2008.3.23
148,en.3.360.25.2010.4.22
148,en.2.281.366.2009.9.9
148,en.15.95.108.2008.11.13
148,en.15.108.171.2009.2.3
148,en.15.218.351.2007.11.3
148,en.3.378.260.2007.7.8
148,en.15.96.305.2008.11.20
148,en.2.277.141.2009.8.16
148,en.2.275.414.2009.8.4
148,en.15.123.387.2009.5.7
148,en.2.289.349.2009.11.17
148,en.2.291.3.2009.12.3
148,en.15.154.268.2009.11.26
148,en.15.81.167.2008.8.26
148,en.15.85.483.2008.9.18
148,en.3.322.163.2009.8.7
148,en.15.256.50.2008.4.8
149,en.3.343.403.2010.1.12
149,en.13.31.229.2010.1.2
149,en.3.343.143.2010.1.11
149,en.3.343.23.2010.1.10
149,en.3.343.342.2010.1.11
149,en.3.354.199.2010.3.20
149,en.3.343.102.2010.1.11
149,en.2.258.277.2009.4.19
149,en.3.343.111.2010.1.13
149,en.3.343.239.2010.1.13
149,en.15.227.16.2007.12.12
149,en.3.343.374.2010.1.13
149,en.15.82.175.2008.9.4
149,en.3.359.283.2010.4.19
149,en.3.354.308.2010.3.19
149,en.15.156.200.2009.12.13
149,en.3.358.3.2010.4.13
149,en.2.291.330.2009.12.2
149,en.3.359.93.2010.4.16
149,en.3.355.302.2010.3.23
150,en.15.156.13.2009.12.15
150,en.15.81.320.2008.8.26
150,en.15.73.305.2008.6.29
150,en.15.151.176.2009.11.4
150,en.15.140.464.2009.8.23
150,en.13.59.299.2010.6.10
150,en.13.26.68.2009.11.12
150,en.15.81.144.2008.8.27
150,en.15.81.291.2008.8.28
150,en.15.76.28.2008.7.15
150,en.15.95.270.2008.11.15
150,en.15.70.248.2008.6.8
150,en.15.236.239.2008.1.21
150,en.15.97.342.2008.11.22
150,en.2.275.463.2009.8.5
150,en.15.73.237.2008.6.25
150,en.15.74.57.2008.7.1
150,en.15.253.295.2008.3.24
150,en.15.81.353.2008.8.28
150,en.15.251.84.2008.3.17
151,en.15.128.488.2009.6.5
151,en.3.331.245.2009.10.10
151,en.3.331.182.2009.10.10
151,en.15.209.273.2007.9.18
151,en.3.397.234.2007.10.12
151,en.3.395.422.2007.10.2
151,en.13.26.68.2009.11.12
151,en.3.397.188.2007.10.11
151,en.15.155.455.2009.12.10
151,en.15.88.445.2008.10.6
151,en.15.78.374.2008.8.4
151,en.15.83.68.2008.9.6
151,en.15.156.200.2009.12.13
151,en.15.147.161.2009.10.6
151,en.15.212.380.2007.10.8
151,en.15.76.206.2008.7.17
151,en.15.155.321.2009.12.10
151,en.15.139.375.2009.8.13
151,en.15.147.39.2009.10.5
151,en.15.125.222.2009.5.18
152,en.15.136.110.2009.7.20
152,en.3.408.338.2007.11.29
152,en.15.101.113.2008.12.18
152,en.15.231.79.2007.12.31
152,en.13.59.299.2010.6.10
152,en.2.263.177.2009.5.25
152,en.2.263.25.2009.5.25
152,en.15.118.441.2009.4.5
152,en.15.84.83.2008.9.17
152,en.15.128.474.2009.6.4
152,en.2.264.32.2009.5.29
152,en.2.264.222.2009.5.27
152,en.2.264.327.2009.5.29
152,en.13.3.312.2009.6.11
152,en.15.123.269.2009.5.10
152,en.2.319.104.2010.6.4
152,en.15.128.55.2009.6.8
152,en.15.93.463.2008.11.3
152,en.2.260.164.2009.4.29
152,en.2.264.163.2009.5.27
153,en.3.326.228.2009.9.5
153,en.3.389.245.2007.9.6
153,en.15.112.90.2009.3.11
153,en.3.326.373.2009.9.4
153,en.15.121.50.2009.4.26
153,en.15.181.33.2010.5.17
153,en.15.188.62.2007.6.7
153,en.3.348.231.2010.2.10
153,en.15.252.417.2008.3.20
153,en.15.128.175.2009.6.8
153,en.15.86.28.2008.9.28
153,en.15.167.137.2010.2.27
153,en.3.347.409.2010.2.2
153,en.3.355.344.2010.3.22
153,en.15.236.94.2008.1.23
153,en.2.260.418.2009.4.29
153,en.15.83.283.2008.9.10
153,en.15.65.231.2008.5.4
153,en.2.271.221.2009.7.8
153,en.3.326.232.2009.9.3
154,en.15.108.171.2009.2.3
154,en.15.114.19.2009.3.5
154,en.2.258.440.2009.4.19
154,en.15.112.153.2009.3.11
154,en.15.132.412.2009.6.30
154,en.15.247.120.2008.3.5
154,en.15.212.27.2007.10.4
154,en.15.82.93.2008.8.28
154,en.13.31.69.2009.12.31
154,en.15.155.312.2009.12.9
154,en.15.108.19.2009.2.4
154,en.15.101.439.2008.12.19
154,en.3.375.295.2007.6.18
154,en.15.113.435.2009.3.14
154,en.15.132.244.2009.6.30
154,en.15.204.137.2007.8.25
154,en.15.72.384.2008.6.20
154,en.2.271.149.2009.7.8
154,en.15.68.451.2008.5.25
154,en.15.102.347.2008.12.24
155,en.15.98.424.2008.11.27
155,en.15.98.242.2008.11.27
155,en.15.98.445.2008.11.27
155,en.15.98.346.2008.11.27
155,en.15.98.175.2008.11.29
155,en.15.98.204.2008.11.29
155,en.15.100.374.2008.12.12
155,en.15.98.331.2008.11.27
155,en.2.279.55.2009.8.28
155,en.15.194.398.2007.7.2
155,en.15.98.188.2008.11.28
155,en.15.98.17.2008.12.1
155,en.15.98.342.2008.11.28
155,en.15.98.73.2008.11.28
155,en.15.98.370.2008.11.29
155,en.15.98.490.2008.11.29
155,en.3.397.176.2007.10.10
155,en.15.98.94.2008.11.28
155,en.15.98.396.2008.11.28
155,en.15.87.122.2008.9.30
156,en.15.161.405.2010.1.20
156,en.15.110.151.2009.3.26
156,en.3.360.404.2010.4.22
156,en.3.360.327.2010.4.26
156,en.15.101.113.2008.12.18
156,en.3.355.114.2010.3.24
156,en.3.353.51.2010.3.11
156,en.3.347.214.2010.2.5
156,en.3.363.465.2010.5.7
156,en.3.355.182.2010.3.23
156,en.3.360.335.2010.4.23
156,en.15.243.129.2008.2.19
156,en.2.277.223.2009.8.21
156,en.3.406.420.2007.11.21
156,en.3.360.46.2010.4.23
156,en.15.114.397.2009.3.4
156,en.15.62.428.2008.4.17
156,en.2.258.130.2009.4.22
156,en.15.162.125.2010.1.22
156,en.15.140.454.2009.8.22
157,en.13.55.498.2010.5.20
157,en.3.339.428.2009.12.8
157,en.15.60.123.2008.4.10
157,en.3.391.420.2007.9.15
157,en.2.271.406.2009.7.7
157,en.3.384.245.2007.8.6
157,en.2.271.447.2009.7.7
157,en.2.298.488.2010.1.29
157,en.15.204.165.2007.8.22
157,en.15.184.23.2010.6.1
157,en.13.31.262.2009.12.27
157,en.15.105.13.2009.1.20
157,en.13.31.349.2010.1.1
157,en.15.77.197.2008.7.29
157,en.15.250.193.2008.3.12
157,en.13.1.100.2009.5.31
157,en.13.1.103.2009.5.31
157,en.13.1.106.2009.6.1
157,en.13.1.11.2009.6.2
157,en.13.1.110.2009.5.31
158,en.15.128.488.2009.6.5
158,en.3.356.418.2010.3.31
158,en.15.98.424.2008.11.27
158,en.15.98.242.2008.11.27
158,en.13.27.207.2009.11.20
158,en.15.114.409.2009.3.4
158,en.15.98.73.2008.11.28
158,en.3.408.338.2007.11.29
158,en.15.98.346.2008.11.27
158,en.3.356.495.2010.3.30
158,en.3.356.428.2010.3.30
158,en.15.190.458.2007.6.13
158,en.15.241.435.2008.2.12
158,en.15.114.356.2009.3.6
158,en.13.41.4.2010.3.4
158,en.15.110.494.2009.3.30
158,en.3.398.281.2007.10.19
158,en.3.383.229.2007.8.2
158,en.2.277.164.2009.8.20
158,en.15.179.281.2010.5.4
159,en.3.380.27.2007.7.16
159,en.3.343.403.2010.1.12
159,en.15.136.375.2009.7.25
159,en.2.283.453.2009.9.30
159,en.15.147.424.2009.10.3
159,en.3.380.169.2007.7.16
159,en.15.103.175.2008.12.31
159,en.15.95.392.2008.11.14
159,en.15.118.475.2009.4.8
159,en.3.374.65.2007.6.15
159,en.3.332.485.2009.10.17
159,en.3.329.496.2009.9.24
159,en.13.31.253.2009.12.31
159,en.3.343.374.2010.1.13
159,en.3.343.143.2010.1.11
159,en.15.136.481.2009.7.24
159,en.15.87.130.2008.9.29
159,en.3.343.342.2010.1.11
159,en.3.329.364.2009.9.26
159,en.3.384.138.2007.8.7
160,en.15.128.488.2009.6.5
160,en.3.417.275.2008.1.9
160,en.13.41.253.2010.3.1
160,en.15.95.480.2008.11.13
160,en.15.216.132.2007.10.23
160,en.3.390.418.2007.9.11
160,en.15.69.218.2008.5.29
160,en.15.74.244.2008.7.1
160,en.3.405.436.2007.11.14
160,en.3.352.341.2010.3.7
160,en.15.92.342.2008.10.29
160,en.15.243.455.2008.2.18
160,en.3.352.51.2010.3.7
160,en.15.252.161.2008.3.19
160,en.15.99.155.2008.12.9
160,en.13.30.55.2009.12.19
160,en.3.391.398.2007.9.14
160,en.13.10.107.2009.7.29
160,en.3.400.333.2007.10.24
160,en.3.352.467.2010.3.7
161,en.15.136.110.2009.7.20
161,en.15.66.21.2008.5.9
161,en.3.408.338.2007.11.29
161,en.15.151.176.2009.11.4
161,en.15.82.426.2008.8.29
161,en.15.67.301.2008.5.18
161,en.15.105.257.2009.1.20
161,en.15.86.155.2008.9.27
161,en.15.105.328.2009.1.19
161,en.15.105.377.2009.1.20
161,en.15.66.395.2008.5.10
161,en.15.107.445.2009.1.28
161,en.3.360.324.2010.4.24
161,en.15.179.204.2010.5.6
161,en.15.92.342.2008.10.29
161,en.15.105.353.2009.1.21
161,en.3.372.169.2007.6.7
161,en.15.111.301.2009.3.23
161,en.3.358.371.2010.4.12
161,en.15.93.286.2008.10.30
162,en.2.275.480.2009.8.4
162,en.15.96.487.2008.11.20
162,en.13.1.100.2009.5.31
162,en.13.1.103.2009.5.31
162,en.13.1.106.2009.6.1
162,en.13.1.11.2009.6.2
162,en.13.1.110.2009.5.31
162,en.13.1.113.2009.6.1
162,en.13.1.114.2009.5.31
162,en.13.1.115.2009.6.1
162,en.13.1.117.2009.6.1
162,en.13.1.119.2009.6.1
162,en.13.1.12.2009.5.30
162,en.13.1.121.2009.6.1
162,en.13.1.123.2009.6.1
162,en.13.1.124.2009.5.31
162,en.13.1.125.2009.6.1
162,en.13.1.126.2009.6.2
162,en.13.1.129.2009.6.1
162,en.13.1.130.2009.6.2
163,en.3.338.181.2009.12.5
163,en.3.338.371.2009.12.5
163,en.15.92.43.2008.10.30
163,en.15.72.306.2008.6.19
163,en.15.61.160.2008.4.13
163,en.15.136.110.2009.7.20
163,en.3.361.281.2010.4.27
163,en.15.112.90.2009.3.11
163,en.3.348.422.2010.2.9
163,en.15.85.135.2008.9.22
163,en.2.298.92.2010.1.26
163,en.15.188.235.2007.6.4
163,en.3.354.135.2010.3.19
163,en.3.350.177.2010.2.21
163,en.15.231.260.2008.1.2
163,en.15.70.441.2008.6.10
163,en.2.298.77.2010.1.26
163,en.3.354.198.2010.3.19
163,en.15.63.363.2008.4.24
163,en.15.128.45.2009.6.5
164,en.2.270.112.2009.7.5
164,en.15.132.63.2009.6.26
164,en.15.132.332.2009.6.26
164,en.15.132.375.2009.6.26
164,en.15.132.418.2009.6.27
164,en.15.132.479.2009.6.26
164,en.15.132.5.2009.6.26
164,en.2.271.392.2009.7.8
164,en.15.132.54.2009.6.30
164,en.2.271.406.2009.7.7
164,en.15.132.317.2009.6.26
164,en.15.132.336.2009.6.29
164,en.2.270.162.2009.7.2
164,en.15.132.246.2009.6.26
164,en.2.270.133.2009.7.3
164,en.15.132.195.2009.6.26
164,en.3.348.431.2010.2.10
164,en.15.132.155.2009.7.1
164,en.2.278.114.2009.8.25
164,en.2.270.11.2009.7.3
165,en.15.248.45.2008.3.7
165,en.3.357.321.1970.1.1
165,en.3.407.111.2007.11.28
165,en.15.66.223.2008.5.8
165,en.15.241.194.2008.2.11
165,en.15.75.243.2008.7.14
165,en.3.400.217.2007.10.27
165,en.15.117.25.2009.2.21
165,en.15.228.31.2007.12.17
165,en.3.349.58.2010.2.11
165,en.2.278.194.2009.8.26
165,en.15.84.101.2008.9.15
165,en.3.333.431.2009.10.24
165,en.15.65.40.2008.5.3
165,en.15.241.337.2008.2.10
165,en.15.251.488.2008.3.17
165,en.15.239.246.2008.2.3
165,en.2.264.317.2009.5.28
165,en.15.132.63.2009.6.26
165,en.13.41.253.2010.3.1
166,en.3.343.304.2010.1.13
166,en.3.348.431.2010.2.10
166,en.3.359.96.2010.4.17
166,en.15.241.112.2008.2.11
166,en.15.128.296.2009.6.8
166,en.3.359.328.2010.4.17
166,en.3.358.236.2010.4.15
166,en.15.103.130.2008.12.31
166,en.15.86.195.2008.9.26
166,en.3.359.396.2010.4.19
166,en.15.77.24.2008.7.29
166,en.3.359.270.2010.4.20
166,en.3.359.9.2010.4.18
166,en.3.359.92.2010.4.19
166,en.3.359.309.2010.4.16
166,en.3.363.356.2010.5.10
166,en.15.103.288.2008.12.29
166,en.15.128.264.2009.6.4
166,en.3.359.105.2010.4.20
166,en.15.104.381.2009.1.11
167,en.3.383.416.2007.8.1
167,en.3.381.74.2007.7.25
